strategy_id,path,before,after
finlab_ai_skill_quality_trend_v1,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.031958,""status"":""ready"",""sample_count"":506,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":-0.223695,""status"":""ready"",""sample_count"":506,""mature_dates"":7,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":506,""excluded_legacy_binary_pairs"":0,""observation_dates"":12,""estimable_dates"":7,""pair_eligible_dates"":12,""insufficient_pair_dates"":0,""constant_affinity_dates"":5,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""fundamental_revision_persistence"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_signed_persistence_of_consecutive_pit_revenue_change"",""source"":""market.canonical_revenue_observations_v2"",""range"":[-1,1],""estimator_modes"":[],""missing_reason"":""fewer_than_three_distinct_pit_revenue_months"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.012741,""status"":""ready"",""sample_count"":506,""mature_dates"":12,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.333286,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.046847,""status"":""insufficient_samples"",""sample_count"":328,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":107,""dates"":3,""lcb90"":-0.019461},{""regime"":""sideways"",""samples"":207,""dates"":8,""lcb90"":-0.046847},{""regime"":""volatile"",""samples"":14,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":107,""dates"":3,""lcb90"":-0.019461},{""regime"":""sideways"",""samples"":207,""dates"":8,""lcb90"":-0.046847}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.031958,""status"":""ready"",""sample_count"":506,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""rank_ic"",""value"":-0.223695,""status"":""ready"",""sample_count"":506,""mature_dates"":7,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_daily_spearman_formal_continuous_affinity_vs_residual_return"",""affinity_owner"":""strategy-threshold-margin-affinity-v2"",""fallback_owner"":null,""retired_input"":""strategy-affinity-binary-pit-reconstruction-v1"",""formal_continuous_pairs"":506,""excluded_legacy_binary_pairs"":0,""observation_dates"":12,""estimable_dates"":7,""pair_eligible_dates"":12,""insufficient_pair_dates"":0,""constant_affinity_dates"":5,""constant_reward_dates"":0,""missing_reason"":null,""root_cause_class"":null,""remediation"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""fundamental_revision_persistence"",""value"":null,""status"":""not_available"",""sample_count"":0,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_signed_persistence_of_consecutive_pit_revenue_change"",""source"":""market.canonical_revenue_observations_v2"",""range"":[-1,1],""estimator_modes"":[],""missing_reason"":""fewer_than_three_distinct_pit_revenue_months"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":0.012741,""status"":""ready"",""sample_count"":506,""mature_dates"":12,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.333286,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.046847,""status"":""insufficient_samples"",""sample_count"":328,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":107,""dates"":3,""lcb90"":-0.019461},{""regime"":""sideways"",""samples"":207,""dates"":8,""lcb90"":-0.046847},{""regime"":""volatile"",""samples"":14,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":107,""dates"":3,""lcb90"":-0.019461},{""regime"":""sideways"",""samples"":207,""dates"":8,""lcb90"":-0.046847}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
finlab_ai_skill_quality_trend_v1,learning.avg_return_pct,-0.009816,-0.006389
finlab_ai_skill_quality_trend_v1,learning.hit_rate,0.374795,0.386062
finlab_ai_skill_quality_trend_v1,learning.latest_reward_date,2026-08-14,2026-08-25
finlab_ai_skill_quality_trend_v1,learning.max_drawdown_pct,-0.184572,-0.189903
finlab_ai_skill_quality_trend_v1,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
finlab_ai_skill_quality_trend_v1,learning.rolling_avg_return_pct,-0.009816,-0.006389
finlab_ai_skill_quality_trend_v1,learning.rolling_date_return_lcb90,-0.019197,-0.013544
finlab_ai_skill_quality_trend_v1,learning.rolling_date_return_mean,-0.011891,-0.008135
finlab_ai_skill_quality_trend_v1,learning.rolling_hit_rate,0.374795,0.386062
finlab_ai_skill_quality_trend_v1,learning.rolling_max_drawdown_pct,-0.184573,-0.189904
finlab_ai_skill_quality_trend_v1,learning.rolling_reward_dates,14,20
finlab_ai_skill_quality_trend_v1,learning.rolling_samples,611,904
finlab_ai_skill_quality_trend_v1,learning.samples,611,904
finlab_ai_skill_quality_trend_v1,promotion_gate.evidence.avg_return_pct,-0.009816,-0.006389
finlab_ai_skill_quality_trend_v1,promotion_gate.evidence.date_return_lcb90,-0.019197,-0.013544
finlab_ai_skill_quality_trend_v1,promotion_gate.evidence.hit_rate,0.374795,0.386062
finlab_ai_skill_quality_trend_v1,promotion_gate.evidence.mature_dates,14,20
finlab_ai_skill_quality_trend_v1,promotion_gate.evidence.max_drawdown_pct,-0.184573,-0.189904
finlab_ai_skill_quality_trend_v1,promotion_gate.evidence.samples,611,904
finlab_ai_skill_revenue_revision_breakout_v1,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":null,""status"":""not_available"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""missing_reason"":""insufficient_mature_dates_for_estimator"",""root_cause_class"":""evidence_maturity"",""remediation"":""accumulate_distinct_mature_dates_without_threshold_change"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0,""status"":""insufficient_samples"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""fundamental_revision_persistence"",""value"":0.25,""status"":""insufficient_samples"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_signed_persistence_of_consecutive_pit_revenue_change"",""source"":""market.canonical_revenue_observations_v2"",""range"":[-1,1],""estimator_modes"":[""consecutive_month_pit_trend""],""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":null,""status"":""not_available"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":null,""missing_reason"":""insufficient_mature_dates_for_estimator"",""root_cause_class"":""evidence_maturity"",""remediation"":""accumulate_distinct_mature_dates_without_threshold_change"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":null,""status"":""not_available"",""sample_count"":3,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""sideways"",""samples"":3,""dates"":1,""lcb90"":null}],""eligible_partitions"":[],""observed_regime_count"":1,""eligible_regime_count"":0,""missing_reason"":""fewer_than_two_supported_regimes_with_two_mature_dates"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":null,""status"":""not_available"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""missing_reason"":""insufficient_mature_dates_for_estimator"",""root_cause_class"":""evidence_maturity"",""remediation"":""accumulate_distinct_mature_dates_without_threshold_change"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0,""status"":""insufficient_samples"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""fundamental_revision_persistence"",""value"":0.25,""status"":""insufficient_samples"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_signed_persistence_of_consecutive_pit_revenue_change"",""source"":""market.canonical_revenue_observations_v2"",""range"":[-1,1],""estimator_modes"":[""consecutive_month_pit_trend""],""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":null,""status"":""not_available"",""sample_count"":4,""mature_dates"":1,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":null,""missing_reason"":""insufficient_mature_dates_for_estimator"",""root_cause_class"":""evidence_maturity"",""remediation"":""accumulate_distinct_mature_dates_without_threshold_change"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":null,""status"":""not_available"",""sample_count"":3,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""sideways"",""samples"":3,""dates"":1,""lcb90"":null}],""eligible_partitions"":[],""observed_regime_count"":1,""eligible_regime_count"":0,""missing_reason"":""fewer_than_two_supported_regimes_with_two_mature_dates"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
finlab_ai_skill_revenue_revision_breakout_v1,learning.avg_return_pct,-0.021722,0.003127
finlab_ai_skill_revenue_revision_breakout_v1,learning.hit_rate,0.375,0.409091
finlab_ai_skill_revenue_revision_breakout_v1,learning.latest_reward_date,2026-07-23,2026-08-25
finlab_ai_skill_revenue_revision_breakout_v1,learning.max_drawdown_pct,,-0.006901
finlab_ai_skill_revenue_revision_breakout_v1,learning.reward_status_reason,reward evidence available through 2026-07-23,reward evidence available through 2026-08-25
finlab_ai_skill_revenue_revision_breakout_v1,learning.rolling_avg_return_pct,-0.021722,0.003127
finlab_ai_skill_revenue_revision_breakout_v1,learning.rolling_date_return_lcb90,-0.028691,-0.01778
finlab_ai_skill_revenue_revision_breakout_v1,learning.rolling_date_return_mean,-0.023678,0.003348
finlab_ai_skill_revenue_revision_breakout_v1,learning.rolling_hit_rate,0.375,0.409091
finlab_ai_skill_revenue_revision_breakout_v1,learning.rolling_reward_dates,2,5
finlab_ai_skill_revenue_revision_breakout_v1,learning.rolling_samples,8,22
finlab_ai_skill_revenue_revision_breakout_v1,learning.samples,8,22
finlab_ai_skill_revenue_revision_breakout_v1,promotion_gate.evidence.avg_return_pct,-0.021722,0.003127
finlab_ai_skill_revenue_revision_breakout_v1,promotion_gate.evidence.date_return_lcb90,-0.028691,-0.01778
finlab_ai_skill_revenue_revision_breakout_v1,promotion_gate.evidence.hit_rate,0.375,0.409091
finlab_ai_skill_revenue_revision_breakout_v1,promotion_gate.evidence.mature_dates,2,5
finlab_ai_skill_revenue_revision_breakout_v1,promotion_gate.evidence.samples,8,22
finlab_ai_skill_reversion_value_v1,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.007852,""status"":""ready"",""sample_count"":1586,""mature_dates"":15,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""time_to_reversion"",""value"":3.345088,""status"":""ready"",""sample_count"":1587,""mature_dates"":15,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""earliest_discrete_evidence_horizon_with_positive_residual_return"",""resolved_samples"":794,""censored_samples"":793,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""maximum_adverse_excursion"",""value"":-0.094409,""status"":""ready"",""sample_count"":1586,""mature_dates"":15,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_mean_adjusted_intrahorizon_maximum_adverse_excursion"",""price_source"":""market.stock_prices"",""path_window"":""canonical_selection_outcomes_v1.entry_date_through_exit_date"",""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.0721,""status"":""ready"",""sample_count"":1586,""mature_dates"":15,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":80,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":null,""status"":""not_available"",""sample_count"":790,""mature_dates"":0,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""sideways"",""bear"",""volatile""],""observed_partitions"":[{""regime"":""bear"",""samples"":57,""dates"":1,""lcb90"":null},{""regime"":""sideways"",""samples"":701,""dates"":12,""lcb90"":-0.01017},{""regime"":""volatile"",""samples"":32,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""sideways"",""samples"":701,""dates"":12,""lcb90"":-0.01017}],""observed_regime_count"":3,""eligible_regime_count"":1,""missing_reason"":""fewer_than_two_supported_regimes_with_two_mature_dates"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.007852,""status"":""ready"",""sample_count"":1586,""mature_dates"":15,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""time_to_reversion"",""value"":3.345088,""status"":""ready"",""sample_count"":1587,""mature_dates"":15,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""earliest_discrete_evidence_horizon_with_positive_residual_return"",""resolved_samples"":794,""censored_samples"":793,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""maximum_adverse_excursion"",""value"":-0.094409,""status"":""ready"",""sample_count"":1586,""mature_dates"":15,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_mean_adjusted_intrahorizon_maximum_adverse_excursion"",""price_source"":""market.stock_prices"",""path_window"":""canonical_selection_outcomes_v1.entry_date_through_exit_date"",""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.0721,""status"":""ready"",""sample_count"":1586,""mature_dates"":15,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":80,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":null,""status"":""not_available"",""sample_count"":790,""mature_dates"":0,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""sideways"",""bear"",""volatile""],""observed_partitions"":[{""regime"":""bear"",""samples"":57,""dates"":1,""lcb90"":null},{""regime"":""sideways"",""samples"":701,""dates"":12,""lcb90"":-0.01017},{""regime"":""volatile"",""samples"":32,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""sideways"",""samples"":701,""dates"":12,""lcb90"":-0.01017}],""observed_regime_count"":3,""eligible_regime_count"":1,""missing_reason"":""fewer_than_two_supported_regimes_with_two_mature_dates"",""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
finlab_ai_skill_reversion_value_v1,learning.avg_return_pct,-0.001056,-0.004321
finlab_ai_skill_reversion_value_v1,learning.hit_rate,0.455546,0.418106
finlab_ai_skill_reversion_value_v1,learning.latest_reward_date,2026-08-14,2026-08-25
finlab_ai_skill_reversion_value_v1,learning.max_drawdown_pct,-0.060703,-0.12268
finlab_ai_skill_reversion_value_v1,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
finlab_ai_skill_reversion_value_v1,learning.rolling_avg_return_pct,-0.001056,-0.004321
finlab_ai_skill_reversion_value_v1,learning.rolling_date_return_lcb90,-0.007222,-0.009369
finlab_ai_skill_reversion_value_v1,learning.rolling_date_return_mean,0.000644,-0.004001
finlab_ai_skill_reversion_value_v1,learning.rolling_hit_rate,0.455546,0.418106
finlab_ai_skill_reversion_value_v1,learning.rolling_max_drawdown_pct,-0.060703,-0.122681
finlab_ai_skill_reversion_value_v1,learning.rolling_reward_dates,10,16
finlab_ai_skill_reversion_value_v1,learning.rolling_samples,1181,1679
finlab_ai_skill_reversion_value_v1,learning.samples,1181,1679
finlab_ai_skill_reversion_value_v1,promotion_gate.evidence.avg_return_pct,-0.001056,-0.004321
finlab_ai_skill_reversion_value_v1,promotion_gate.evidence.date_return_lcb90,-0.007222,-0.009369
finlab_ai_skill_reversion_value_v1,promotion_gate.evidence.hit_rate,0.455546,0.418106
finlab_ai_skill_reversion_value_v1,promotion_gate.evidence.mature_dates,10,16
finlab_ai_skill_reversion_value_v1,promotion_gate.evidence.max_drawdown_pct,-0.060703,-0.122681
finlab_ai_skill_reversion_value_v1,promotion_gate.evidence.samples,1181,1679
smrc_vwap_reclaim_v1,evidence_profile.metric_evidence,"[{""metric"":""residual_return_lcb90"",""value"":-0.026266,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0.608824,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.208504,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":17,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":-0.023835,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.739035,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.035466,""status"":""insufficient_samples"",""sample_count"":244,""mature_dates"":3,""outcome_as_of_date"":""2026-09-01"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":44,""dates"":3,""lcb90"":-0.030314},{""regime"":""sideways"",""samples"":192,""dates"":12,""lcb90"":-0.035466},{""regime"":""volatile"",""samples"":8,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":44,""dates"":3,""lcb90"":-0.030314},{""regime"":""sideways"",""samples"":192,""dates"":12,""lcb90"":-0.035466}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]","[{""metric"":""residual_return_lcb90"",""value"":-0.026266,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""date_clustered_equal_weight_residual_return_lcb90"",""z90"":1.281551565545,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""false_breakout_rate"",""value"":0.608824,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""primary_horizon_cost_net_return_non_positive_rate"",""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""tail_loss_cvar95"",""value"":-0.208504,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""mean_worst_five_percent_cost_net_absolute_return"",""tail_samples"":17,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""turnover_after_cost"",""value"":-0.023835,""status"":""ready"",""sample_count"":340,""mature_dates"":17,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""cost_net_mean_return_per_one_way_turnover"",""average_one_way_turnover"":0.739035,""production_effect"":false,""materialization_source"":""learning_target_join""}},{""metric"":""regime_consistency"",""value"":-0.035466,""status"":""insufficient_samples"",""sample_count"":244,""mature_dates"":3,""outcome_as_of_date"":""2026-09-02"",""definition_version"":""strategy-evidence-metrics-v4"",""evidence"":{""semantic"":""minimum_supported_regime_date_clustered_residual_return_lcb90"",""required_regime_partitions"":2,""required_mature_dates_per_partition"":2,""supported_regimes"":[""bull"",""sideways"",""volatile""],""observed_partitions"":[{""regime"":""bull"",""samples"":44,""dates"":3,""lcb90"":-0.030314},{""regime"":""sideways"",""samples"":192,""dates"":12,""lcb90"":-0.035466},{""regime"":""volatile"",""samples"":8,""dates"":1,""lcb90"":null}],""eligible_partitions"":[{""regime"":""bull"",""samples"":44,""dates"":3,""lcb90"":-0.030314},{""regime"":""sideways"",""samples"":192,""dates"":12,""lcb90"":-0.035466}],""observed_regime_count"":3,""eligible_regime_count"":2,""missing_reason"":null,""production_effect"":false,""materialization_source"":""learning_target_join""}}]"
smrc_vwap_reclaim_v1,learning.avg_return_pct,-0.021973,-0.012802
smrc_vwap_reclaim_v1,learning.hit_rate,0.3213,0.370968
smrc_vwap_reclaim_v1,learning.latest_reward_date,2026-08-14,2026-08-25
smrc_vwap_reclaim_v1,learning.max_drawdown_pct,-0.277162,-0.308055
smrc_vwap_reclaim_v1,learning.reward_status_reason,reward evidence available through 2026-08-14,reward evidence available through 2026-08-25
smrc_vwap_reclaim_v1,learning.rolling_avg_return_pct,-0.021973,-0.012802
smrc_vwap_reclaim_v1,learning.rolling_date_return_lcb90,-0.028865,-0.021981
smrc_vwap_reclaim_v1,learning.rolling_date_return_mean,-0.023458,-0.015924
smrc_vwap_reclaim_v1,learning.rolling_hit_rate,0.3213,0.370968
smrc_vwap_reclaim_v1,learning.rolling_max_drawdown_pct,-0.283969,-0.31457
smrc_vwap_reclaim_v1,learning.rolling_reward_dates,14,20
smrc_vwap_reclaim_v1,learning.rolling_samples,277,434
smrc_vwap_reclaim_v1,learning.samples,277,434
smrc_vwap_reclaim_v1,promotion_gate.evidence.avg_return_pct,-0.021973,-0.012802
smrc_vwap_reclaim_v1,promotion_gate.evidence.date_return_lcb90,-0.028865,-0.021981
smrc_vwap_reclaim_v1,promotion_gate.evidence.hit_rate,0.3213,0.370968
smrc_vwap_reclaim_v1,promotion_gate.evidence.mature_dates,14,20
smrc_vwap_reclaim_v1,promotion_gate.evidence.max_drawdown_pct,-0.283969,-0.31457
smrc_vwap_reclaim_v1,promotion_gate.evidence.samples,277,434
